Unnamed: 0,full_id,osm_id,osm_type,Building Area,Area,S_coeff,W_coeff,E_coeff
2295,w541438316,541438316,way,275.61,26.649792784427422,0.16,0.35,0.49
2707,w574606561,574606561,way,925.13,89.45438408859381,0.31,0.4,0.29
1632,w533804140,533804140,way,76.77,7.423187083416759,0.0,0.34,0.66
2427,w541914139,541914139,way,134.24,12.980182806797783,0.52,0.08,0.4
5921,w633724575,633724575,way,157.3,15.209943053555508,0.47,0.12,0.41
419,w475960231,475960231,way,197.41,19.088333491432884,0.89,0.01,0.0999999999999999
499,w477684043,477684043,way,259.2,25.063046659132787,0.43,0.4,0.17
403,w475959205,475959205,way,199.35,19.275919565964973,0.52,0.45,0.03
3263,w592870302,592870302,way,166.6,16.109195885075316,0.27,0.4,0.33
1517,w526337678,526337678,way,61.23,5.920564610103011,0.31,0.33,0.36
