w246792829,w469681591,w471892367,w482824940,w506294760,w533818162,w534573301,w592487869,w592781545,w1083279101
7.667854867300465,7.688063489380402,6.790868488874654,6.597491840220065,4.136256941737313,8.553479833623934,6.704446794724764,7.035424240585958,9.265476847333575,7.162623361473115
7.58975265629159,7.768508717116418,6.3852979553169575,6.795814955745971,3.5492308594924764,9.249656049534272,6.171710998743747,6.277445835454787,11.38609315905946,7.149906390901791
7.807809303656884,8.493717287504657,6.739425919780214,7.32075299127712,4.033687349266583,7.387549672928424,6.055065447774139,5.7878269358262,7.659816755317222,5.298936121174342
6.750496724603991,8.155551737772704,6.817591395243762,7.461208057778215,3.059360596045316,8.402273119273534,5.899482023254399,4.31024179724086,9.160325594270828,5.908595191101284
7.520000168049833,6.872265581707575,7.379574977030473,5.983007491268111,4.114467914689943,8.366371234793974,5.788186239318956,5.592627845724039,8.355748339407764,5.585135182518084
7.417133433824046,8.436021491251896,7.304371396719869,5.834718622482901,3.708514226679041,7.749681176057266,5.285253259266443,5.532587771512869,7.459224837262795,5.993225561649021
5.949517452095413,7.258310657682972,6.426681696779455,6.738536012703457,4.037864812121686,7.913960280545103,5.200970048902129,5.322457776454245,8.357600419391774,5.845016570842051
8.121895631783657,5.735604895751899,7.021051603934724,6.107730689879607,3.8351362476289297,8.159744177268903,5.2398478774235375,6.2566207267732015,8.505754068927542,5.567686487931391
6.377998125517583,8.472870287606002,7.639957823326809,6.628332399972517,4.110434849155,9.265759410292237,6.5517170154315165,5.416839838968784,8.58045601868808,5.48333950681015
8.195515767264142,8.388274220119392,6.362449316283391,4.984763340217509,4.375992531194842,7.320293879142551,7.133114783690852,5.720749023888396,9.543261855066254,5.654873438214767
6.780731098195236,9.0366569639097,8.645874452538909,6.057674540996521,4.799311218515904,8.851499141316555,6.065661307807003,6.97224638686605,9.208504075419862,7.257173975096446
9.951900233504018,8.651839630707256,7.009497297417683,7.482202173029588,3.583661302904876,9.00525800895781,5.690849036531745,6.255887906252569,9.69464293006647,7.236155096353041
7.318252156282436,8.968289829115166,8.04332385817238,7.334685940594776,4.651405771956915,7.997589349637041,5.64701650489567,6.698257718120851,10.568733769078554,6.295262415670785
6.586091049270514,6.916646865373725,7.405712272048222,6.8627358120482045,5.322969158969318,9.148248158942035,7.120597406622231,7.402991921637595,11.20352852624558,7.203080978290041
8.90736100725521,9.078456918290923,7.200687619427475,8.677494819807006,4.650392526820593,7.815691562406679,5.490591421822553,7.600896286632,10.52710876677964,8.04133032585204
8.254687728054177,9.805088225309202,8.48697547236565,6.761073554266164,5.222649642327027,9.674975908466692,6.514422786292907,6.638887710834383,10.790484296967293,5.655777902812957
7.333014956970641,9.922964277814726,7.221324514095662,8.267467536591488,5.768616647331656,8.469669674089962,7.232933945583642,7.340207967964103,9.385156382898671,5.344945492287671
8.965541078426616,9.44997178355952,7.914811193113125,8.78417785632134,5.4093224133002,8.518244276601349,5.800528700427119,7.5404914645431935,11.565759754082054,7.040003863093951
7.785524582458109,6.904577925188819,6.882164414377967,8.40646286080309,4.572246181040546,9.766381265696864,7.110240629359266,5.7116538949929305,11.461758630928072,7.1285570408128205
7.4913443668502255,9.341968547848058,8.158792996301923,8.636528491959714,5.448325711930854,9.135771934514755,6.890243694779602,7.522920156189123,8.728557901133353,7.112094318099416
9.23469107942645,9.891711283508478,7.835334473956434,8.865539904110165,6.367983787307384,9.377965108489912,7.077233943717095,7.974161500035162,10.989858517023617,7.562631290055301
9.153799761711715,9.022111939340808,8.629878523563862,8.214698773460587,5.33414907170467,8.963844585724958,7.350938741880438,9.008391273662896,11.223194920536931,8.138954139018946
8.010370825929972,10.10675227908447,7.392276241891005,8.73717810908989,5.331885593596245,9.363807106966547,7.06082865630854,7.665926191193284,10.082750390173192,7.4139810786378435
7.197543479249765,8.653902447857009,8.25033673829419,7.109201945396208,4.720811612043544,9.921574613160102,6.491411909781504,8.414221630137202,11.49985809068878,7.122867046954976
8.595768791864682,7.839510187749449,7.556160761768025,7.414596961978066,4.746725672711863,7.963782973392483,6.731348124208888,7.078684538584192,9.556993269909649,7.0149960043964645
9.02898029829874,8.871172301979271,7.37906358847808,9.212160034115106,5.718894012369438,8.813922665511372,7.065507496184316,7.386664288616984,9.81389581164934,6.309208892433114
8.470709730265739,8.882432785859253,8.740036619346371,6.715237561307942,5.944138462967886,8.729194454597181,5.80182960232099,9.033498626680936,12.549872833540867,6.353914645730592
7.660541143247218,10.520319478906138,7.272714773391075,8.54719670969149,5.754033856099602,9.576645066991638,7.703342738394144,8.066475376609002,11.515519165678374,7.618098001683853
8.469510759586077,10.586949816810328,6.701756511364817,7.705637718902756,5.040592591135549,9.36414896131004,6.223587499013423,7.854705408147249,10.65803203578244,7.837793733581588
7.928885085682067,10.437467988371829,8.241404883009512,8.12578801266123,6.074941208285966,10.670672663975042,8.659437470747243,7.582831929834084,11.149528079576012,7.086471331272689
9.249294034062878,8.343866228075779,7.362975197903398,8.796167487647118,6.232912726949563,10.657945142905604,7.024350960538285,7.334548633380439,11.19781496986385,8.08937473170271
9.194994827823884,9.093057095333483,7.362094584806058,8.807779665628336,5.377902469236585,9.031314280693149,7.79233877802487,9.62729830902035,9.069149049034978,6.536393963564071
8.37357688992476,8.812946334792427,8.477959523294013,8.268636032153966,6.401683821335764,8.933537123585088,6.947106322276508,8.563511653801461,10.378395457493845,7.631812586561661
9.387694246315958,10.315774585498769,6.481073617595304,9.27987143879982,7.235554049013464,9.941180335269038,6.598602566775537,6.845198028998751,9.996162056037956,7.039467744368139
9.039556450343229,11.076788036879352,8.855270647683433,9.237315231423471,6.504229473187909,10.170856565062929,7.368108774157198,7.834895759703871,12.754528281975698,9.153583126845524
8.561262421232708,9.699008021676027,8.153769383795726,9.781533256136774,6.648165417984664,11.2637628419399,7.752393548739409,9.769054706724951,10.37279870954822,7.855021505310228
10.44704295108362,11.784614838766768,7.518631621284613,10.526845273399635,7.5090059388255455,10.305891760133026,8.489446769968893,8.328086184555875,10.241410777328005,10.054425675155448
10.249248068056165,10.71264156501252,8.486800621533753,11.497231375624176,7.874540017454089,11.110214039734364,8.359391166800135,9.755346237729444,13.97804615177981,7.406074254897725
11.212129605205794,11.606247231102566,10.274027396673132,9.786929481444572,7.328589902790935,9.844823106086482,9.098940076973948,10.926940332432444,11.8871332221045,9.641116551517444
9.84928584951522,10.432169041456232,9.703131575096243,9.711563137308614,7.927892591174241,10.746991085684805,8.604891431507035,10.84496428899044,12.02906858423176,11.030446329175916
10.511530175855,12.025562332546825,9.94401248704881,8.160947025749275,6.931901979451739,12.56158545392126,8.617188445386734,11.434387984541214,10.139069857839363,9.685688541743405
11.63129698289339,11.1314793243921,8.69415930520483,10.718465707758105,8.275699936199901,11.10616864651287,7.137994233042272,10.12818069334609,13.965009321726969,10.042056427013494
11.65135059541773,10.908132599059831,10.158942253225042,10.723305566764878,7.113533502512703,10.93648214182178,8.848058598784728,11.002534896616435,13.066559785895205,9.248066534992008
11.003453818922187,12.126215559246178,8.706739972354569,10.786835349631671,6.905534036003647,9.657153262845483,10.783312569526624,10.252110923425414,14.232461687530297,9.888087763656692
12.701080446680391,10.698540395580622,11.285814537268564,12.27470461068014,10.851128808351929,14.614417115422992,10.125918264191869,10.358281964125585,14.755555675459306,10.3496718126467
11.099784654168175,10.532054354454006,10.80204776746302,11.978883720927838,8.387893536415199,10.293679403603152,10.496649251447831,11.73031068590592,13.60591189571872,10.1772591025145
11.978964397829213,13.927639414920517,12.45201897398996,11.682339013690552,7.862263417484916,13.987275759681184,10.577788629307916,11.164814366540948,13.09717778536126,10.473593581847132
11.79195211424441,10.630092053555908,9.406058325119796,9.708986690949947,7.343063602740234,11.039831361534306,9.301534990220835,9.162268366821214,13.124028618706326,10.40390945625783
12.757731506414023,12.283411834985827,9.162341190575455,11.480701843292133,10.917980955429366,9.80868251500384,10.16402095312431,9.69357434724514,12.830199508224316,10.087463464887062
11.60654584158193,12.412881572587514,12.300772114642143,9.889238084477451,8.726371006123923,11.019283586329044,9.938160239340322,12.319009694337709,14.85521138572777,9.257079558516589
13.22196430465029,13.707209542678196,10.761205662930772,11.035530191437402,9.742277420259834,9.956971245817488,9.01416938617381,10.92494164797799,12.038656419197016,10.140164440740806
11.780704039242712,11.321851847736546,9.59712882922608,10.527238107473538,8.431894549390924,10.903984644610471,12.467601693681422,10.34896978582016,15.798919492585316,8.900399993743395
10.5869658908536,13.398831830003395,10.088414781089082,11.210825578956234,9.40266811184038,12.151496824291032,7.299113329537286,11.156775373196975,14.00950432937262,10.97625920659843
10.13304385316138,16.175353186328184,10.70502781066956,11.351672529971106,7.893563951496399,12.82860758001481,11.051000304617377,11.294223935564151,12.95370435276016,10.553691040626612
13.062511728708175,12.892560012824106,9.713458811044545,12.868997573723693,9.364306332240822,12.057823826190988,8.91491002468781,10.809496768707795,15.844176599880363,10.902904591574028
11.030002808616835,12.32611370211316,9.76952507841131,11.591671092503129,9.161803206611742,12.256433207040969,8.8461860614462,11.887515491760835,12.337939046903868,9.891606605272578
11.349405785939764,12.45354835241157,10.692720638763104,11.692638668236851,8.516981383625552,9.860736970222414,8.965761424785438,11.67852779710886,14.634622381424204,12.217053761176576
11.865743595920058,11.6730007274384,10.500265802762817,10.512525141834248,9.249772857378495,10.715948014950378,9.38714048697076,10.987288368864412,12.93763519147451,9.782297641143607
11.746978699092876,11.586853443810949,11.481081512923328,8.942398994618863,8.744324015437412,11.920291173657082,9.634723728205074,10.239243089661109,13.09265446136246,11.413027712533443
12.417556565861908,12.43364684526379,11.571563751252182,11.08087603075027,8.812748034067722,11.856274780853784,8.654500772376444,10.64016331417006,11.613690182401664,9.026602492161688
10.800727376323424,12.05940890574744,11.719877987242988,12.140279568022594,9.458203363897136,9.36329062850722,10.329109305997124,11.327111674840552,13.72017293183937,11.019979648094315
12.18746053879223,11.665615276767314,10.72916376572288,10.8522932091092,7.817063276860557,11.334150824628072,8.112865529378332,10.491515487850318,13.706404389418044,10.204800085146076
10.28229556828114,11.22397855593265,9.130729730390994,10.351861131327327,8.640804555607753,11.34405916699531,9.18171994033339,11.02884106432051,12.537015424773662,8.111799681536862
11.490389231117536,12.546694876992126,10.83497253511904,13.205765178011776,9.973385939552394,11.920182029831818,9.796809669292644,12.100672535297852,12.984229298704356,11.394139771906072
10.807003663693164,13.30814384449986,9.940973436893175,11.478587615587154,8.373744658889661,12.475008134421254,7.553808606519154,10.97792668010456,11.760556449070975,11.090692357840522
9.446071381181698,12.315590607835318,9.247751291280975,13.707128058883823,8.269697019183962,14.62300373760221,9.800156592879985,9.76820600951422,15.701156786211572,8.393331851422746
12.67575081360353,12.34285220866042,11.99937200848944,10.964996087045526,8.434135635647843,12.582471951299702,7.890621198587678,10.886004698733004,10.118020532151728,9.649996506297748
12.934388941519291,10.913638465180233,11.690094580484809,10.53343021433123,9.003636624458446,11.087084056720649,12.15761944896532,9.547576294645465,14.249602746749163,10.234360287621442
10.736618100118246,11.774068536274102,11.306675577444162,10.799085849266204,7.969293725875022,12.645225840462691,10.298470215214245,8.13161466097901,17.48045904690579,12.511528548422495
9.545935092496212,13.21589664249013,11.422573465951956,11.318957891063151,11.009713389593282,11.49579102478991,11.470785853169966,11.070440110818854,15.542263418299628,12.840401291027502
12.4962998457455,13.454662650435768,13.514039105319783,13.418178615989062,8.531928278499402,13.815373460470282,11.316890367750627,9.48835714457063,13.391313379070889,10.30626902492772
13.03574170617072,11.80589244216331,11.517797737976757,11.838715467182633,12.263094728845626,14.184078664352496,9.36778919482716,10.404695117626712,15.386583880789924,11.61374970188286
12.40191303726061,10.639256755652127,12.47898044463882,12.71637511983418,7.8627098606475805,13.380301258222524,11.021997089451668,10.33777918145287,14.181403117991756,12.13810146674318
12.239944923495692,12.5930510824904,11.51952452662952,10.74864687931598,7.70776022584084,14.67944622728589,11.414695806645248,12.503884962752426,13.669614395144484,11.026069388207652
11.50750996430143,12.952108836546833,11.977778923481743,11.792531670148504,7.058523631580038,12.931216565444585,9.082129837837552,11.896024220490151,13.648401798547832,10.468053919283442
13.954612894714918,10.13066189136581,10.771093562557944,11.658201906681857,9.110130938662463,15.719706066337745,10.414636929534216,10.24463664797499,13.994442965462689,9.47310811776682
11.9819874664673,12.842557371775708,12.497912512341756,13.040787917589649,9.129119588561776,15.558536030368524,8.8217804413865,11.66830242162472,14.974652194445383,11.182176957575033
13.951402306881077,13.177940292035268,11.133726795260769,12.201595982466166,10.409007631362048,13.6931927388839,10.025174503641514,12.71538525130394,13.55033270981422,10.651436955435422
11.64350263498026,11.206630837074623,9.090124970101646,12.037214411947213,8.286022294358919,12.771898614313756,9.190865728580691,11.101041631172109,13.40686859387947,7.708952688595726
10.008865031022532,13.717210798834389,10.341813319071862,13.114340973619496,9.618189494169467,12.905084482776244,9.355822681608783,10.430900998924905,13.705961852043716,11.008446245206946
11.359904547158056,13.717200227247163,9.33346040568724,13.49803090948723,10.118435962004526,12.206858203552756,9.755300619144329,11.198867313728302,12.53546085322575,9.263495984864278
12.501719297531642,10.633284923051637,10.087391712029566,9.311669903315318,8.294920572960034,13.10097816509375,10.266840967072564,11.59374989026444,14.183824040013391,9.846359772141714
11.998457082914024,13.88621684813072,11.363595043410577,12.706340215241072,8.923189148005894,13.970633115711022,11.599883393922422,11.646957052002811,15.601433521255286,12.58880464505089
