Unnamed: 0,full_id,osm_id,osm_type,Building Area,Area,S_coeff,W_coeff,E_coeff
102,w470873569,470873569,way,271.2,26.223372893351897,0.4,0.11,0.49
103,w470873570,470873570,way,232.19,22.45134569361128,0.65,0.13,0.22
104,w470873571,470873571,way,171.87,16.61877248960321,0.25,0.38,0.37
105,w470873572,470873572,way,123.74,11.96489735185606,0.48,0.43,0.09
106,w470873573,470873573,way,171.65,16.59749984197586,0.45,0.41,0.14
107,w470873574,470873574,way,122.32,11.8275920808068,0.49,0.16,0.35
108,w471798098,471798098,way,2252.21,217.77486233088524,0.44,0.23,0.33
109,w471807964,471807964,way,601,58.11300556380712,0.0,0.45,0.55
110,w471808314,471808314,way,311.12,30.083391499187474,0.16,0.38,0.46
111,w471809767,471809767,way,3279.68,317.124895320311,0.29,0.44,0.27
112,w471814282,471814282,way,632.72,61.18013457625964,0.29,0.1,0.61
113,w471816936,471816936,way,185.94,17.979254999225116,0.07,0.51,0.42
114,w471819853,471819853,way,287.88,27.836226358916463,0.45,0.35,0.2
115,w471826095,471826095,way,358.11,34.62703564468381,0.22,0.36,0.42
116,w471832770,471832770,way,627.18,60.64445063146181,0.66,0.16,0.18
117,w471832841,471832841,way,226.55,21.90599236352829,0.52,0.14,0.34
118,w471833372,471833372,way,963.44,93.15872559133832,0.59,0.31,0.0999999999999999
119,w471833472,471833472,way,556.9,53.84880665305189,0.48,0.48,0.04
120,w471834403,471834403,way,1196.37,115.68162473605976,0.23,0.28,0.49
121,w471834445,471834445,way,247.13,23.895951855214065,0.38,0.31,0.31
122,w471834676,471834676,way,925.9,89.52883835528954,0.4,0.59,0.01
123,w471834801,471834801,way,363.92,35.18882692975156,0.4,0.33,0.27
124,w471835958,471835958,way,498.46,48.19801789240482,0.37,0.56,0.07
125,w471836858,471836858,way,561.88,54.330342040252816,0.5,0.31,0.19
126,w471837297,471837297,way,693.63,67.06975715345014,0.26,0.52,0.22
127,w471840202,471840202,way,584.79,56.5455982090828,0.03,0.76,0.21
128,w471842406,471842406,way,664.5,64.25306521988324,0.27,0.39,0.34
129,w471842407,471842407,way,239.71,23.178483467055248,0.55,0.39,0.06
130,w471842409,471842409,way,1452.36,140.43428412753894,0.39,0.18,0.43
131,w471842881,471842881,way,574.94,55.59316375849462,0.2799999999999999,0.37,0.35
132,w471845254,471845254,way,843.33,81.54482692533354,0.18,0.39,0.43
133,w471846970,471846970,way,841.08,81.32726575641746,0.54,0.01,0.45
134,w471846971,471846971,way,323.64,31.293998536889408,0.53,0.43,0.04
135,w471846972,471846972,way,266.15,25.735068936451352,0.52,0.22,0.26
136,w471846973,471846973,way,851.02,82.28840265376229,0.31,0.01,0.68
137,w471846974,471846974,way,841.64,81.38141431401435,0.51,0.48,0.01
138,w471846975,471846975,way,268.88,25.999043154736203,0.28,0.44,0.28
139,w471846976,471846976,way,282.2,27.287005274719416,0.19,0.25,0.56
140,w471847150,471847150,way,254.9,24.64726309187094,0.51,0.16,0.33
141,w471847152,471847152,way,242.81,23.478234410895187,0.16,0.27,0.5700000000000001
142,w471847153,471847153,way,246,23.78668780149177,0.32,0.29,0.39
143,w471847569,471847569,way,240.4,23.24520222552285,0.4,0.47,0.13
144,w471850275,471850275,way,469.82,45.42870594673521,0.53,0.39,0.08
145,w471850276,471850276,way,263.7,25.49816899696496,0.14,0.38,0.48
146,w471850277,471850277,way,250.45,24.21697544668136,0.46,0.14,0.4
147,w471850313,471850313,way,472.85,45.721688320875536,0.33,0.5,0.17
148,w471851495,471851495,way,252.47,24.412297029441568,0.29,0.24,0.47
149,w471851496,471851496,way,254.48,24.60665167367327,0.47,0.45,0.08
150,w471851497,471851497,way,252.41,24.406495398270472,0.08,0.39,0.53
151,w471851499,471851499,way,832.73,80.51987208510666,0.5,0.06,0.44
152,w471853909,471853909,way,328.37,31.751360460877443,0.34,0.34,0.32
153,w471853912,471853912,way,450.12,43.52383704555884,0.41,0.4,0.19
154,w471853914,471853914,way,491.47,47.52212786097219,0.3,0.26,0.44
155,w471853916,471853916,way,1243.65,120.25331009888308,0.28,0.36,0.36
156,w471853918,471853918,way,820.21,79.30926504740472,0.23,0.53,0.24
157,w471857523,471857523,way,123.11,11.903980224559556,0.09,0.73,0.18
158,w471864947,471864947,way,284.64,27.5229382756773,0.37,0.3,0.33
159,w471864948,471864948,way,157.88,15.266025488209433,0.0,0.8,0.2
160,w471864949,471864949,way,363.77,35.17432285182382,0.38,0.33,0.29
161,w471864950,471864950,way,323.59,31.28916384424683,0.41,0.41,0.18
162,w471864951,471864951,way,313.24,30.28838246723285,0.18,0.4,0.42
163,w471864952,471864952,way,55.18,5.335566800350876,0.74,0.15,0.11
164,w471864953,471864953,way,231.64,22.39816407454289,0.46,0.13,0.41
165,w471864954,471864954,way,150.37,14.539854653293972,0.54,0.38,0.08
166,w471864955,471864955,way,309.5,29.92674745756789,0.4,0.1,0.5
167,w471864956,471864956,way,360.86,34.892943740025686,0.32,0.23,0.45
168,w471864957,471864957,way,868.63,83.99118140247883,0.06,0.7,0.24
169,w471864958,471864958,way,219.92,21.26491211912223,0.55,0.27,0.18
170,w471864959,471864959,way,418.5,40.46637741839148,0.46,0.31,0.23
171,w471864960,471864960,way,201.62,19.495414611938088,0.54,0.03,0.43
172,w471864961,471864961,way,122.54,11.848864728434153,0.43,0.23,0.34
173,w471864962,471864962,way,184.65,17.854519929046564,0.36,0.09,0.55
174,w471864963,471864963,way,148.39,14.348400824647817,0.47,0.27,0.26
175,w471864964,471864964,way,123.93,11.983269183897864,0.37,0.35,0.28
176,w471864965,471864965,way,114.66,11.0869171679636,0.29,0.31,0.4
177,w471864966,471864966,way,469.11,45.36005331121058,0.65,0.24,0.11
178,w471864967,471864967,way,163.55,15.81427963387796,0.34,0.05,0.61
179,w471864968,471864968,way,386.68,37.389579020653805,0.61,0.23,0.16
180,w471864969,471864969,way,270.65,26.17019127428352,0.7,0.23,0.07
181,w471868674,471868674,way,635.48,61.44700961013003,0.31,0.37,0.32
182,w471870777,471870777,way,771.24,74.57416707326223,0.54,0.41,0.05
183,w471871956,471871956,way,5951.39,575.4628289224394,0.64,0.0,0.36
184,w471878469,471878469,way,502.55,48.59349575056783,0.24,0.76,0.0
185,w471891097,471891097,way,1505.03,145.52714935723233,0.57,0.22,0.21
186,w471892177,471892177,way,354.8,34.306978991745034,0.41,0.35,0.24
187,w471948183,471948183,way,140.08,13.544874907451083,0.04,0.44,0.52
188,w471948184,471948184,way,110.32,10.66726584658769,0.16,0.38,0.46
189,w471948185,471948185,way,244.87,23.677423747769467,0.37,0.38,0.25
190,w471948186,471948186,way,590.03,57.05227399802514,0.45,0.44,0.11
191,w471948569,471948569,way,510.25,49.3380384175251,0.5,0.36,0.14
192,w471952171,471952171,way,1472,142.33335139754422,0.09,0.28,0.63
193,w471955677,471955677,way,48.7,4.708990633872557,0.0999999999999999,0.7,0.2
194,w471955678,471955678,way,190.17,18.38826999678736,0.3,0.35,0.35
195,w471955679,471955679,way,96.44,9.325155169007584,0.03,0.67,0.3
196,w471955680,471955680,way,76.8,7.426087899002307,0.71,0.09,0.2
197,w471955681,471955681,way,70.99,6.864296613934554,0.24,0.64,0.12
198,w471955682,471955682,way,98.31,9.505972673840065,0.32,0.3,0.38
199,w471955683,471955683,way,44.82,4.333818484808377,0.42,0.56,0.02
200,w471972076,471972076,way,743.1,71.85320205401842,0.28,0.47,0.25
201,w471973969,471973969,way,285.4,27.59642560384451,0.44,0.14,0.42
202,w471973970,471973970,way,210.63,20.366626226130936,0.34,0.34,0.32
203,w471973971,471973971,way,77.72,7.515046243625773,0.16,0.62,0.22
204,w471973972,471973972,way,210.07,20.312477668534044,0.22,0.39,0.39
205,w471973973,471973973,way,154.1,14.90052272443041,0.03,0.02,0.95
206,w471973974,471973974,way,293.91,28.419290291611567,0.35,0.43,0.22
207,w471973975,471973975,way,284.71,27.52970684537691,0.17,0.3,0.53
208,w471973976,471973976,way,207.08,20.023363048507782,0.51,0.02,0.47
209,w471974874,471974874,way,121.83,11.78021209290952,0.45,0.0499999999999999,0.5
210,w471974875,471974875,way,180.39,17.442604115898778,0.31,0.4,0.29
211,w471974877,471974877,way,154.51,14.940167204099565,0.01,0.66,0.33
212,w471974878,471974878,way,137.09,13.255760287424822,0.35,0.34,0.31
213,w471974879,471974879,way,98.81,9.55431960026586,0.37,0.27,0.36
214,w471974880,471974880,way,139.85,13.522635321295216,0.45,0.1,0.45
215,w471974882,471974882,way,388.73,37.58780141899957,0.0,0.8,0.2
216,w471974884,471974884,way,177.28,17.141886233530325,0.18,0.55,0.27
217,w471974886,471974886,way,201.67,19.500249304580667,0.46,0.45,0.09
218,w471974887,471974887,way,264.7,25.594862849816543,0.12,0.42,0.46
219,w471978552,471978552,way,266.07,25.72733342822323,0.27,0.12,0.61
220,w471978553,471978553,way,374.43,36.2050793232218,0.48,0.37,0.15
221,w471978554,471978554,way,221.6,21.427357791912907,0.01,0.47,0.52
222,w471978555,471978555,way,109.51,10.5889438257779,0.5,0.34,0.16
223,w471978556,471978556,way,363.03,35.10276940071364,0.37,0.07,0.56
224,w471978558,471978558,way,485.61,46.95550188326185,0.41,0.35,0.24
225,w471978559,471978559,way,514.7,49.768326062714685,0.48,0.47,0.05
226,w471978560,471978560,way,348.69,33.716179550821806,0.24,0.31,0.45
227,w471979883,471979883,way,371.59,35.930468781123274,0.53,0.39,0.08
228,w471979884,471979884,way,183,17.694975071841437,0.84,0.05,0.11
229,w471979886,471979886,way,593.32,57.37039677390689,0.46,0.29,0.25
230,w471979887,471979887,way,127.74,12.351672763262432,0.39,0.41,0.2
231,w472275200,472275200,way,1780.62,172.1750082646027,0.12,0.27,0.61
232,w472275205,472275205,way,132.69,12.830307334877814,0.46,0.19,0.35
233,w472276948,472276948,way,411.3,39.770181677860016,0.49,0.12,0.39
234,w472276949,472276949,way,1113.26,107.64539862556391,0.12,0.39,0.49
235,w472394912,472394912,way,1021.74,98.79597721258617,0.23,0.64,0.13
236,w472398031,472398031,way,234.78,22.70178277249689,0.26,0.37,0.37
237,w472398032,472398032,way,186.19,18.003428462438016,0.22,0.7,0.08
238,w472398033,472398033,way,105.35,10.186697397915276,0.32,0.09,0.59
239,w472398034,472398034,way,181.41,17.541231845807403,0.34,0.27,0.39
240,w472398035,472398035,way,236.9,22.90677374054228,0.33,0.0,0.67
241,w472398036,472398036,way,158.52,15.32790955403445,0.34,0.58,0.08
242,w472398037,472398037,way,138.97,13.437544730785817,0.49,0.24,0.27
243,w472398038,472398038,way,143.58,13.883303392431658,0.34,0.32,0.34
244,w472398039,472398039,way,261.22,25.25836824189301,0.1399999999999999,0.36,0.5
245,w472398040,472398040,way,203.93,19.71877741202527,0.58,0.29,0.13
246,w472398041,472398041,way,308.97,29.87549971555655,0.21,0.35,0.44
247,w472398042,472398042,way,223.39,21.600439788517257,0.16,0.07,0.77
248,w472398043,472398043,way,364.38,35.23330610206329,0.35,0.42,0.23
249,w472398044,472398044,way,215.03,20.792079178677945,0.36,0.58,0.06
250,w472398045,472398045,way,151.02,14.602705657647506,0.55,0.3,0.15
251,w472398046,472398046,way,76.49,7.396112804618313,0.26,0.67,0.07
252,w472398047,472398047,way,85.68,8.28472931232445,0.22,0.37,0.41
253,w472398048,472398048,way,44.04,4.258397279584136,0.16,0.46,0.38
254,w472398049,472398049,way,107.68,10.411994075059486,0.69,0.25,0.06
255,w472398050,472398050,way,104.16,10.07163171302188,0.09,0.45,0.46
256,w472398320,472398320,way,215.44,20.83172365834709,0.31,0.49,0.2
257,w472398321,472398321,way,310.33,30.007003355434712,0.32,0.33,0.35
258,w472398322,472398322,way,204.78,19.800967186949123,0.43,0.06,0.51
259,w472398323,472398323,way,141.1,13.643502637359708,0.37,0.07,0.56
260,w472398324,472398324,way,28.37,,,,
261,w472398325,472398325,way,99.7,9.640377129303776,0.35,0.13,0.52
262,w472398326,472398326,way,120.36,11.638072129217678,0.61,0.15,0.24
263,w472398327,472398327,way,156.38,15.120984708932042,0.28,0.37,0.35
264,w472398328,472398328,way,139.37,13.476222271926453,0.08,0.47,0.45
265,w472398329,472398329,way,193.01,18.66288053888588,0.37,0.29,0.34
266,w472410490,472410490,way,667.63,64.55571697930873,0.65,0.05,0.3
267,w472410803,472410803,way,519.64,50.245993695801545,0.15,0.21,0.64
268,w472411270,472411270,way,574.22,55.52354418444147,0.61,0.36,0.03
269,w472420795,472420795,way,342.03,33.0721984908302,0.63,0.15,0.22
270,w472420796,472420796,way,143.28,13.85429523657618,0.46,0.46,0.08
271,w472420798,472420798,way,236.58,22.875831707629764,0.47,0.42,0.11
272,w472420799,472420799,way,120.89,11.689319871229022,0.62,0.33,0.05
273,w472420800,472420800,way,152.97,14.79125867070811,0.27,0.41,0.32
274,w472420802,472420802,way,295.54,28.576901271759663,0.11,0.28,0.61
275,w472420803,472420803,way,132.24,12.7867951010946,0.35,0.25,0.4
276,w472420804,472420804,way,261.83,25.31735149213248,0.08,0.78,0.14
277,w472420805,472420805,way,145.84,14.101831499876257,0.36,0.22,0.42
278,w472421176,472421176,way,254.29,24.58827984163147,0.2,0.42,0.38
279,w472421177,472421177,way,156.13,15.096811245719143,0.3,0.35,0.35
280,w472421178,472421178,way,248.74,24.05162895830513,0.04,0.49,0.47
281,w472421179,472421179,way,498.48,48.199951769461855,0.42,0.39,0.19
282,w472425844,472425844,way,176.62,17.078068290648275,0.4,0.27,0.33
283,w472425845,472425845,way,195.48,18.90171435542931,0.07,0.63,0.3
284,w472425846,472425846,way,54,5.221468053985998,0.71,0.07,0.22
285,w472427812,472427812,way,2993.93,289.49462686796846,0.28,0.18,0.54
286,w472599969,472599969,way,287.41,27.790780248076214,0.35,0.28,0.37
287,w473438841,473438841,way,424.44,41.04073890432994,0.49,0.49,0.02
288,w473438842,473438842,way,173.3,16.757044699180987,0.23,0.72,0.05
289,w473446197,473446197,way,202.25,19.55633173923459,0.46,0.14,0.4
290,w473446199,473446199,way,201.29,19.46350564049706,0.34,0.21,0.45
291,w473446201,473446201,way,526.42,50.90157801813534,0.49,0.12,0.39
292,w473446203,473446203,way,249.99,24.17249627436962,0.44,0.29,0.27
293,w473446205,473446205,way,191.26,18.49366629639559,0.29,0.3,0.41
294,w473446208,473446208,way,120.41,11.642906821860258,0.29,0.4,0.31
295,w473446210,473446210,way,276.01,26.68847032556806,0.3,0.32,0.38
296,w473446212,473446212,way,671.69,64.9482940218862,0.44,0.04,0.52
297,w473446214,473446214,way,637.48,61.64039731583322,0.06,0.52,0.42
298,w473446967,473446967,way,148.28,14.337764500834142,0.44,0.13,0.43
299,w473446968,473446968,way,262.71,25.40244208264188,0.61,0.16,0.23
300,w473446969,473446969,way,190.5,18.42017896822838,0.75,0.01,0.24
301,w473446970,473446970,way,238.94,23.104029200359523,0.18,0.5,0.32
302,w473446971,473446971,way,204.4,19.76422352286552,0.22,0.08,0.7
303,w473446972,473446972,way,122.02,11.798583924951322,0.43,0.01,0.56
304,w473446973,473446973,way,104.92,10.14511904118909,0.46,0.27,0.27
305,w473446974,473446974,way,281.76,27.244459979464715,0.42,0.09,0.49
306,w473446975,473446975,way,325.53,31.47674991877892,0.49,0.43,0.08
307,w473446976,473446976,way,301.63,29.16576683562586,0.63,0.21,0.16
308,w473446977,473446977,way,129.57,12.528622513980846,0.41,0.38,0.21
309,w473446978,473446978,way,632.67,61.17529988361705,0.44,0.37,0.19
310,w473446979,473446979,way,497.52,48.10712567072432,0.24,0.39,0.37
311,w473446980,473446980,way,363.78,35.17528979035233,0.16,0.27,0.57
312,w473446981,473446981,way,259.17,25.06014584354724,0.44,0.23,0.33
313,w473446982,473446982,way,398.06,38.489955066104926,0.3,0.3,0.4
314,w473450643,473450643,way,443.98,42.93013678905006,0.43,0.08,0.49
315,w473450644,473450644,way,618.51,59.8061149272385,0.35,0.29,0.36
316,w473450645,473450645,way,100.87,9.75350893714014,0.3,0.25,0.45
317,w473450646,473450646,way,807.74,78.10349270234536,0.54,0.28,0.18
318,w473450647,473450647,way,230.7,22.3072718528624,0.2,0.41,0.39
319,w473450648,473450648,way,218.87,21.16338357362806,0.02,0.56,0.42
320,w473450649,473450649,way,297.05,28.722908989565568,0.15,0.04,0.81
321,w473450652,473450652,way,48.81,4.719626957686232,0.17,0.47,0.36
322,w473450653,473450653,way,253.42,24.50415618965058,0.52,0.07,0.41
323,w473452470,473452470,way,126.3,12.212433615156138,0.14,0.46,0.4
324,w473452471,473452471,way,127.69,12.346838070619851,0.09,0.31,0.6
325,w473452472,473452472,way,135.56,13.107818692561883,0.64,0.17,0.19
326,w473452473,473452473,way,104.86,10.139317410017997,0.4,0.54,0.06
327,w473452474,473452474,way,155.87,15.07167084397773,0.63,0.32,0.05
328,w473452475,473452475,way,492.83,47.65363150085035,0.23,0.3,0.47
329,w473452476,473452476,way,350.58,33.89893093271131,0.54,0.35,0.1
330,w473452477,473452477,way,579.78,56.06116200629632,0.2,0.6,0.2
331,w473452478,473452478,way,444.73,43.00265717868875,0.49,0.43,0.08
332,w473452479,473452479,way,845.61,81.76528890983518,0.83,0.09,0.08
333,w473452481,473452481,way,506.66,48.99090748578788,0.45,0.32,0.23
334,w473452482,473452482,way,238.05,23.017971671321607,0.07,0.72,0.21
335,w473452484,473452484,way,83.13,8.038159987552888,0.5,0.15,0.35
336,w473452485,473452485,way,314.69,30.42858855386766,0.67,0.17,0.16
337,w473452486,473452486,way,170.47,16.48340109561098,0.19,0.44,0.37
338,w473452487,473452487,way,131.42,12.70750614175629,0.53,0.35,0.12
339,w473452490,473452490,way,100.13,9.68195548602996,0.28,0.34,0.38
340,w473453431,473453431,way,397,38.38745958208224,0.46,0.35,0.19
341,w473454168,473454168,way,844.74,81.68116525785429,0.11,0.47,0.42
342,w473454169,473454169,way,973.44,94.12566411985424,0.54,0.1999999999999999,0.26
343,w473454170,473454170,way,1059.36,102.43359995686306,0.41,0.07,0.52
344,w473457215,473457215,way,269.77,26.08510068377412,0.08,0.39,0.53
345,w474613056,474613056,way,954.65,92.30878662477282,0.29,0.4,0.31
346,w474613057,474613057,way,207.01,20.016594478808173,0.36,0.51,0.13
347,w474613993,474613993,way,434.33,41.99704110903219,0.4,0.18,0.42
348,w474613994,474613994,way,431.61,41.73403382927586,0.19,0.26,0.55
349,w474904367,474904367,way,67.92,6.567446485680166,0.3,0.36,0.34
350,w475448882,475448882,way,94.44,9.1317674633044,0.19,0.28,0.53
351,w475616869,475616869,way,637.34,61.62686017643399,0.11,0.32,0.57
352,w475952844,475952844,way,432.56,41.82589298948487,0.41,0.24,0.35
353,w475952845,475952845,way,144.04,13.927782564743389,0.53,0.08,0.39
354,w475952847,475952847,way,587.8,56.83664670616609,0.35,0.18,0.47
355,w475952848,475952848,way,417.71,40.38998927463872,0.48,0.37,0.15
356,w475952849,475952849,way,445.46,43.07324369127041,0.07,0.65,0.28
357,w475952850,475952850,way,204.67,19.790330863135445,0.3399999999999999,0.58,0.08
358,w475952851,475952851,way,610.4,59.02192778061209,0.28,0.23,0.49
359,w475952853,475952853,way,267.83,25.89751460924203,0.31,0.32,0.37
360,w475952854,475952854,way,474.3,45.86189440751034,0.01,0.34,0.65
361,w475954104,475954104,way,879.16,85.0093676730061,0.14,0.49,0.37
362,w475954106,475954106,way,274.46,26.53859485364809,0.3,0.39,0.31
363,w475954107,475954107,way,554.08,53.5761299880104,0.26,0.5,0.24
364,w475954109,475954109,way,253.59,24.52059414463536,0.27,0.54,0.19
365,w475954110,475954110,way,158.5,15.325975676977418,0.43,0.39,0.18
366,w475954111,475954111,way,179.5,17.356546586860862,0.25,0.41,0.34
367,w475954112,475954112,way,1015.05,98.149095337009,0.14,0.05,0.81
368,w475954113,475954113,way,453.37,43.838092067326514,0.06,0.19,0.75
369,w475955277,475955277,way,796.07,76.97507543956728,0.01,0.57,0.42
370,w475955278,475955278,way,859.32,83.0909616324305,0.44,0.45,0.11
371,w475955279,475955279,way,320.27,30.96814025277954,0.43,0.02,0.55
