time,Commercial_User_r6994474_Fourier,Commercial_User_r7029524_Fourier,Commercial_User_r7171941_Fourier,Commercial_User_r8699736_Fourier,Commercial_User_w158852142_Fourier,Commercial_User_w211715359_Fourier,Commercial_User_w211715360_Fourier,Commercial_User_w211715361_Fourier,Commercial_User_w222798664_Fourier,Commercial_User_w246792829_Fourier,Commercial_User_w275970161_Fourier,Commercial_User_w276462198_Fourier,Commercial_User_w276462425_Fourier,Commercial_User_w276462596_Noise,Commercial_User_w276465517_Noise,Commercial_User_w276612247_Noise,Commercial_User_w276614920_Noise,Commercial_User_w306190105_Noise,Commercial_User_w310793317_Noise,Commercial_User_w334608597_Noise,Commercial_User_w360350164_Noise
2019-01-01 00:00:00,6.120410927435646,6.51207720112117,8.839960664378255,7.729221319991608,8.146025646865315,8.490739268271286,7.4518619982192895,7.244105039020235,9.328264256705394,7.058607085837695,8.79377166195088,7.249868994429958,6.726151658010854,8.023920793522098,7.741970691422418,8.007653691925428,7.513841788969934,7.675282033389578,7.754491549027179,7.921137509306503,7.626548236890468
2019-01-01 01:00:00,5.823574993558565,6.172527914583221,8.617967848647208,7.53942135154885,7.890431976648052,8.158803611844837,7.04779415740163,6.870888217996217,9.054185798600503,6.769772184552074,8.457715740458942,7.032541318927514,6.393928258227444,7.8565179176978095,7.946087762095743,7.532071016528961,7.041464067985777,7.530016389136185,7.587752781587005,7.602021956521248,8.71091379476151
2019-01-01 02:00:00,5.522033155088546,5.83087735275724,8.340413257257886,7.2521975890855215,7.580404692228518,7.816273935251242,6.655874530024968,6.498172747499395,8.759025568759947,6.446825310259993,8.132175930608184,6.780179208521124,6.071928726184972,6.691129943414419,7.123870865136097,7.473220054836771,7.096459280356356,6.720913575515296,7.068535182115407,7.265210201066064,6.8208834210896345
2019-01-01 03:00:00,5.374027994200676,5.70156546249076,8.232030654914709,7.100692141634792,7.445826540617075,7.700430172796436,6.5261766953584415,6.31983930871184,8.58384555258055,6.3884627217164525,8.00388726991845,6.673979617584262,5.969046934399068,6.378422116275166,6.41122579899617,5.940091072866074,6.115987580007305,7.354516360310214,7.371362830089301,7.148289169244683,5.970976098742713
2019-01-01 04:00:00,5.442790910501674,5.735843310250504,8.234685413198468,7.07164395362123,7.454242489554711,7.709577549512657,6.589352087186843,6.357794880313536,8.56407469528874,6.437110425295134,8.054808793595315,6.720282585285457,6.001350065149859,7.543433688123785,6.807692201195391,6.969158445404219,6.661304102358214,7.163823899980965,6.786154970973706,6.43081971699838,7.15904634614386
2019-01-01 05:00:00,5.740119819021034,5.995086403147045,8.43695885857465,7.170402019273627,7.613802726436175,7.935224365840816,6.9291402417708525,6.62107682306464,8.75423901977758,6.752371695296484,8.329913018237903,6.976570494876266,6.270894841928255,7.438140472705594,6.739103846595572,7.108637437661674,6.896599556181163,7.512499158242949,7.502656651360075,7.205786331349844,7.212466692005544
2019-01-01 06:00:00,6.442163787569129,6.648092293263391,9.006984725864363,7.579208061915653,8.191956409909203,8.54609830886988,7.720136285837112,7.292457588984704,9.30334340639047,7.461715313676997,9.01920306995166,7.5912379492424655,6.932710036472493,8.080586739443566,7.955324802191354,7.627009898665867,8.212442722891112,7.586748840446605,7.71507470469507,8.293450652986678,7.684945212504979
2019-01-01 07:00:00,7.345512810949506,7.477340003491643,9.739407140064907,8.206734355196511,8.982027164288565,9.334154722858448,8.70374333965863,8.148825809778993,10.070027473604958,8.336927142977988,9.96422701736835,8.329469491512944,7.78884132476382,7.918963282897078,8.381423789516996,8.377978029694335,8.655069153532741,8.578490678818213,8.450421884454451,8.905325079771114,9.660109712950415
2019-01-01 08:00:00,7.782517348234295,7.818985368561542,10.027236432398254,8.3686088104763,9.404843884305622,9.589065625329312,9.198382561646934,8.529223165246165,10.40801175819592,8.755083303495955,10.431554542238064,8.601992680857482,8.134619826989205,8.432626885282163,9.066075440657231,9.55580516979107,9.79971641957562,8.161752579637549,9.09466101181114,9.071487583140444,8.619397443778896
2019-01-01 09:00:00,8.155483400228697,8.079788866265382,10.26898967963778,8.505066651990305,9.761862106001963,9.796368216057106,9.575595347631564,8.830354383442906,10.615995454767528,9.092882763720668,10.820361229685398,8.82782893243107,8.429938909086435,9.61945945677416,8.869239952634329,10.353942426509713,8.825745937031206,9.300207246773494,9.104890981221114,9.641101728572504,8.959179293365901
2019-01-01 10:00:00,8.57413068853267,8.396961846015868,10.57062847381712,8.70357188902118,10.148006132327884,10.064422542633707,9.96696792358133,9.182243311169591,10.884730658072003,9.465174680636466,11.150145572874925,9.145971629074582,8.845117306162566,9.4169025534154,9.592144318841148,9.784604494459671,9.311277335730624,9.48757424331124,9.53419665884864,9.571066117164412,9.10512345490269
2019-01-01 11:00:00,8.825890356170023,8.557882236726492,10.751383121901876,8.799501128768416,10.398595435849105,10.268645003120271,10.211217919278942,9.391763682568952,10.99198450869124,9.693616028142555,11.304447132279543,9.311812402969109,9.094017723787054,10.154053244811934,9.32125445323099,10.041803790325954,9.551608575931391,10.08574478498532,9.604709070407752,10.25218749044374,9.357083037499608
2019-01-01 12:00:00,8.989478595231589,8.6540936115764,10.814284634396095,8.849499425913493,10.55678415585252,10.39499711104901,10.337275989016138,9.53761276611226,11.007606892213564,9.862415254669134,11.37923901022996,9.374894220354648,9.257660032148278,9.566278064841502,9.376816129680297,9.956442901897908,9.629772126919583,9.036580356094175,10.88642791303475,9.956243419620206,9.233968405706532
2019-01-01 13:00:00,8.944728683065623,8.648041298429117,10.7719146026796,8.812161619723613,10.54970699967766,10.402960738990313,10.27586979653909,9.591510601509544,10.918521039478838,9.861888503410515,11.298674684116504,9.362491850023916,9.32149044613352,9.970394879297029,9.38763330096208,9.007114419819636,9.711831540610753,9.886830236565451,9.258068368619972,9.63540557424882,9.132138883504766
